Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Cumulative Revenue
5288-1,2014-12-01,Ritsa Hightower,"1/160 Anzac Parade, Kensington",Sydney,NSW,Consumer,Natasha Song,Low,Smiths File Caddy,Technology,Small Box,Regular Air,2014-12-05,4.03,9.38,5.35,26.0,236.5,1.0,16.54,226.5,7.28,238.69,252412.77999999913
6130-1,2014-12-01,Ritsa Hightower,"1/160 Anzac Parade, Kensington",Sydney,NSW,Small Business,Natasha Song,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2014-12-05,1.18,1.88,0.7,9.0,35.2,6.0,0.36,33.92,1.49,33.29,252446.06999999913
5308-1,2014-12-01,Ritsa Hightower,"1/160 Anzac Parade, Kensington",Sydney,NSW,Home Office,Natasha Song,Not Specified,Security-Tint Envelopes,Technology,Jumbo Drum,Delivery Truck,2014-12-05,4.89,7.64,2.75,3.0,51.83,6.0,0.52,59.2,1.39,56.19,252502.25999999914
5706-1,2014-12-01,Ed Braxton,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Consumer,Yvette Biti,High,Colored Envelopes,Office Supplies,Small Pack,Regular Air,2014-12-05,2.25,3.69,1.44,24.0,151.29,10.0,12.1,139.19,2.5,141.69,252643.94999999914
5631-1,2014-12-01,Ritsa Hightower,"1/160 Anzac Parade, Kensington",Sydney,NSW,Corporate,Natasha Song,Critical,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Express Air,2014-12-05,1.31,2.84,1.53,10.0,58.6,1.0,0.3,59.64,0.93,68.59,252712.53999999914
5197-1,2014-12-01,Jesus Ocampo,"60 Commercial Rd, Prahran",Melbourne,VIC,Consumer,Yvette Biti,High,TechSavi Access Keyboard,Office Supplies,Small Pack,Regular Air,2014-12-08,10.07,15.98,5.91,24.0,191.52,10.0,0.0,184.0,4.0,187.2,252899.73999999915
5367-1,2014-12-02,Jesus Ocampo,"60 Commercial Rd, Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2014-12-08,0.94,2.08,1.14,37.0,89.44,9.0,4.37,84.97,2.56,87.53,252987.26999999915
5138-1,2014-12-04,Ed Braxton,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,Steady Major Accent Highlighters,Office Supplies,Small Pack,Regular Air,2014-12-05,3.75,7.08,3.33,50.0,265.08,8.0,15.85,228.51,2.35,226.73,253213.99999999916
5715-1,2014-12-04,Ed Braxton,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2014-12-05,5.19,12.98,7.79,23.0,278.08,7.0,19.47,258.61,3.14,266.83,253480.82999999914
5377-1,2014-12-04,Ed Braxton,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-12-05,1.6,2.62,1.02,30.0,163.18,3.0,11.42,151.76,0.8,152.59,253633.41999999914
5414-1,2014-12-04,Ed Braxton,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Pack,Regular Air,2014-12-05,4.53,7.3,2.77,22.0,238.05,7.0,19.17,228.55,7.72,239.51,253872.92999999915
5706-1,2014-12-05,Janet Martin,"260 Marrickville Rd, Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014-12-06,2.25,3.69,1.44,8.0,151.29,5.0,12.1,139.19,2.5,141.69,254014.61999999915
5371-1,2014-12-05,Larry Tron,"4A Lyons St, Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,2014-12-07,4.53,7.3,2.77,27.0,186.82,7.0,10.69,168.61,7.72,178.99,254193.60999999914
5329-1,2014-12-05,Jesus Ocampo,"60 Commercial Rd, Prahran",Melbourne,VIC,Small Business,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2014-12-08,5.33,8.6,3.27,34.0,338.56,7.0,19.18,325.56,6.19,333.16,254526.76999999915
6414-1,2014-12-05,Janet Martin,"24 Addison Rd, Marrickville",Sydney,NSW,Small Business,Radhya Staples,High,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2014-12-06,0.94,1.88,0.94,31.0,21.8,3.0,1.04,110.56,0.79,126.85,254653.61999999915
5708-1,2014-12-06,Thea Hendricks,"412 Brunswick St, Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,2014-12-08,1.82,2.84,1.02,37.0,59.64,7.0,0.5,59.04,5.44,64.48,254718.09999999916
5708-1,2014-12-06,Vivek Gonzalez,"53 Riley Street, Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,2014-12-08,1.19,1.98,0.79,10.0,59.64,1.0,0.6,59.04,4.77,64.48,254782.57999999917
5614-1,2014-12-06,Vivek Gonzalez,"53 Riley Street, Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Critical,Binder Posts,Office Supplies,Wrap Bag,Express Air,2014-12-08,3.5,5.74,2.24,2.0,21.32,6.0,2.01,21.63,5.01,22.23,254804.80999999918
5708-1,2014-12-06,Janet Martin,"24 Addison Rd, Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Express Air,2014-12-08,1.19,1.98,0.79,12.0,59.64,3.0,0.6,59.04,4.77,64.48,254869.2899999992
5703-1,2014-12-06,Vivek Gonzalez,"53 Riley Street, Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Round Ring Poly Binders,Office Supplies,Small Pack,Regular Air,2014-12-08,1.82,2.84,1.02,21.0,59.64,3.0,0.6,59.04,5.44,64.48,254933.7699999992
5708-1,2014-12-06,Vivek Gonzalez,"53 Riley Street, Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,2014-12-08,1.82,2.84,1.02,30.0,59.64,1.0,0.6,59.04,5.44,64.48,254998.2499999992
5302-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2014-12-11,1.53,2.78,1.25,49.0,87.2,9.0,4.77,85.99,1.34,70.39,255068.63999999923
5720-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Home Office,Natasha Song,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2014-12-12,1.87,8.12,6.25,43.0,89.32,1.0,5.36,83.96,2.83,86.79,255155.42999999924
5796-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2014-12-12,2.25,3.69,1.44,27.0,89.32,0.0,5.36,83.96,2.5,86.7,255242.12999999925
5720-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Consumer,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2014-12-12,1.31,2.84,1.53,49.0,89.32,8.0,5.36,83.96,0.93,86.79,255328.91999999926
5720-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2014-12-12,1.6,2.62,1.02,10.0,89.32,10.0,5.36,83.96,0.8,86.77,255415.68999999925
5569-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2014-12-11,3.5,5.74,2.24,2.0,47.6,3.0,4.73,44.53,5.01,55.7,255471.38999999926
5476-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Express Air,2014-12-11,1.31,2.84,1.53,12.0,47.2,4.0,4.76,45.2,0.93,46.97,255518.35999999926
5445-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2014-12-11,1.18,1.88,0.7,47.0,47.2,7.0,4.76,43.2,1.49,45.0,255563.35999999926
5378-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,2014-12-11,2.26,3.58,1.32,45.0,87.6,6.0,5.73,84.99,5.47,87.63,255650.98999999926
5722-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Express Air,2014-12-11,4.19,10.23,6.04,39.0,470.58,5.0,4.71,465.87,4.68,470.55,256121.53999999925
5765-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Colored Envelopes,Technology,Medium Box,Regular Air,2014-12-12,2.25,3.69,1.44,10.0,89.32,1.0,5.36,83.96,2.5,86.76,256208.29999999926
5722-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,2014-12-11,2.87,6.84,3.97,13.0,470.58,0.0,4.71,465.87,4.42,470.55,256678.84999999925
5723-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Consumer,Natasha Song,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2014-12-12,1.87,8.12,6.25,27.0,89.32,4.0,5.36,83.96,2.83,86.79,256765.63999999926
5723-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Corporate,Natasha Song,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2014-12-12,1.87,8.12,6.25,22.0,89.32,10.0,5.36,83.96,2.83,86.79,256852.42999999927
5476-1,2014-12-10,Bart Watters,"Westfield 1 Anderson St, Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2014-12-11,4.59,7.28,2.69,49.0,273.62,0.0,4.77,264.35,11.15,269.77,257122.19999999925
5713-1,2014-12-10,Flank Prite,"224A Gertrude St, Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Express Air,2014-12-12,1.87,8.12,6.25,33.0,89.32,3.0,5.46,83.96,2.83,86.79,257208.98999999926
5723-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Box,Regular Air,2014-12-12,1.87,8.12,6.25,39.0,89.32,5.0,5.36,83.96,2.83,86.79,257295.77999999927
5703-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Corporate,Natasha Song,High,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2014-12-12,1.87,8.12,6.25,7.0,89.32,7.0,5.36,83.96,2.83,86.79,257382.56999999928
5723-1,2014-12-10,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Jumbo Drum,Delivery Truck,2014-12-12,1.87,8.12,6.25,24.0,89.32,2.0,5.36,83.96,2.83,86.79,257469.3599999993
5338-1,2014-12-11,Marc Crier,"Westfield Sydney, Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Artisan 478 Labels,Technology,Small Box,Express Air,2014-12-12,3.14,4.91,1.77,22.0,89.9,10.0,5.96,84.96,0.5,82.74,257552.09999999928
5308-1,2014-12-13,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-12-15,1.31,2.84,1.53,47.0,41.96,0.0,0.73,41.55,0.93,46.93,257599.02999999927
5358-1,2014-12-13,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Regular Air,2014-12-15,1.82,2.84,1.02,1.0,41.9,3.0,0.65,49.07,5.44,49.09,257648.11999999927
5121-1,2014-12-16,Harry Greene,"470 Anzac Parade, Kingsford",Sydney,NSW,Small Business,Tina Carlton,Critical,Economy Binders,Office Supplies,Small Box,Regular Air,2014-12-18,1.33,2.08,0.75,6.0,85.96,3.0,5.6,76.46,1.49,78.84,257726.95999999926
5717-1,2014-12-16,Harry Greene,"470 Anzac Parade, Kingsford",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2014-12-18,2.18,3.52,1.34,25.0,80.96,10.0,5.67,75.29,6.83,82.12,257809.07999999926
5364-1,2014-12-16,Harry Greene,"470 Anzac Parade, Kingsford",Sydney,NSW,Corporate,Tina Carlton,High,12 Colored Short Pencils,Office Supplies,Small Pack,Regular Air,2014-12-18,1.09,2.6,1.51,10.0,80.96,1.0,5.67,75.29,2.4,92.19,257901.26999999926
5717-1,2014-12-16,Garry Greene,"152 Bunnerong Road, Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Self-Adhesive Removable Labels,Furniture,Small Pack,Regular Air,2014-12-18,1.98,3.15,1.17,10.0,80.96,1.0,5.67,75.29,0.49,82.12,257983.38999999926
5314-1,2014-12-16,Harry Greene,"470 Anzac Parade, Kingsford",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Express Air,2014-12-18,1.05,1.95,0.9,27.0,96.57,6.0,8.69,97.48,1.63,98.31,258081.69999999925
5717-1,2014-12-22,Theone Pippenger,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-12-23,2.25,3.69,1.44,23.0,86.84,7.0,8.69,78.19,2.5,79.75,258161.44999999925
5718-1,2014-12-22,Theone Pippenger,"188 Pitt Street, Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014-12-23,2.25,3.69,1.44,43.0,86.88,8.0,8.69,78.19,2.5,79.75,258241.19999999925
5718-1,2014-12-22,Theone Pippenger,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Color-Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-12-23,2.25,3.69,1.44,12.0,86.88,10.0,8.69,78.19,2.5,79.75,258320.94999999925
5718-1,2014-12-22,Julia Barnett,"485 Crown St, Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,High,Colored Push Pins,Furniture,Small Pack,Regular Air,2014-12-22,0.92,1.81,0.89,37.0,86.88,0.0,8.69,78.19,1.56,79.75,258400.69999999925
5118-1,2014-12-22,Theone Pippenger,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014-12-23,2.25,3.69,1.44,32.0,86.88,5.0,8.69,78.19,2.5,79.75,258480.44999999925
5118-1,2014-12-22,Theone Pippenger,"188 Pitt Street, Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Creator Colored Pencils,Office Supplies,Small Box,Regular Air,2014-12-23,1.57,3.28,1.71,32.0,86.88,10.0,8.69,78.19,0.98,79.75,258560.19999999925
5718-1,2014-12-22,Theone Pippenger,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Colored Envelopes,Furniture,Large Box,Regular Air,2014-12-23,2.25,3.69,1.44,17.0,86.88,0.0,8.69,78.19,2.5,79.75,258639.94999999925
5809-1,2014-12-23,Peter Fuller,"8 Quay Street, Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014-12-23,2.26,3.58,1.32,32.0,150.98,6.0,3.6,25.8,5.47,26.93,258666.87999999925
5721-1,2014-12-23,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Express Air,2014-12-26,3.52,5.68,2.16,33.0,238.56,5.0,11.93,226.63,1.39,228.02,258894.89999999924
5718-1,2014-12-25,Janet Martin,"Crown Complex, Southbank",Melbourne,VIC,Corporate,Yvette Biti,Low,Colored Push Pins,Technology,Small Box,Express Air,2014-12-25,0.92,1.81,0.89,8.0,86.88,1.0,8.69,78.19,1.56,79.75,258974.64999999924
5574-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-12-29,4.53,7.3,2.77,32.0,298.5,1.0,14.93,272.53,7.72,273.54,259248.18999999925
6499-1,2014-12-26,Greg Guthrie,"523 King St, Newtown",Sydney,NSW,Home Office,Aanya Zhang,Critical,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2014-12-29,2.29,3.69,1.4,33.0,238.56,3.0,11.93,226.63,0.5,228.52,259476.70999999924
5257-1,2014-12-26,Greg Guthrie,"531 King St, Newtown",Sydney,NSW,Small Business,Mihael Khan,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2014-12-29,2.45,3.89,1.44,13.0,237.55,10.0,11.93,129.57,7.01,133.55,259610.25999999922
5546-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2014-12-29,1.6,2.62,1.02,9.0,29.92,0.0,0.63,28.51,0.8,39.6,259649.85999999923
5614-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Non-Stick Binders,Office Supplies,Small Pack,Express Air,2014-12-29,2.74,4.49,1.75,26.0,28.92,8.0,0.43,26.23,1.49,27.62,259677.47999999922
5782-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Express Air,2014-12-29,3.52,5.58,2.06,44.0,238.55,7.0,11.93,226.53,2.99,226.52,259903.9999999992
5720-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2014-12-29,1.6,2.62,1.02,47.0,96.94,2.0,0.97,95.97,0.8,96.77,260000.7699999992
5172-1,2014-12-26,Greg Guthrie,"523 King St, Newtown",Sydney,NSW,Consumer,Aanya Zhang,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2014-12-29,13.88,22.38,8.5,12.0,229.4,0.0,11.49,218.51,15.1,237.24,260238.0099999992
5606-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Creator Wet Poly Binders,Office Supplies,Small Box,Regular Air,2014-12-29,3.37,5.53,2.16,7.0,52.92,6.0,0.63,52.31,6.98,63.7,260301.7099999992
5154-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Brown Kraft Recycled Envelopes,Technology,Medium Box,Regular Air,2014-12-29,11.04,16.98,5.94,18.0,89.3,0.0,5.96,83.96,12.39,84.96,260386.6699999992
5721-1,2014-12-26,Greg Guthrie,"523 King St, Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2014-12-29,3.52,5.68,2.16,27.0,238.56,7.0,11.93,226.63,1.39,228.02,260614.6899999992
5208-1,2014-12-26,Arthur Gainer,"180 High Street, Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,OIC Thumb-Tacks,Furniture,Large Box,Regular Air,2014-12-29,0.71,1.14,0.43,44.0,22.92,8.0,0.63,22.65,0.7,22.36,260637.04999999917
5447-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2014-12-29,5.19,12.98,7.79,41.0,552.25,10.0,30.39,528.39,3.14,531.84,261168.88999999917
5335-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-12-29,1.84,2.88,1.04,22.0,95.06,1.0,9.69,87.2,0.99,88.43,261257.31999999916
5419-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2014-12-27,2.29,3.69,1.4,29.0,242.46,7.0,14.45,228.46,0.5,238.84,261496.15999999916
5078-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Home Office,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-12-29,3.52,5.68,2.16,16.0,125.02,10.0,3.15,126.71,1.39,128.72,261624.87999999916
5722-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2014-12-27,1.84,2.88,1.04,17.0,96.57,9.0,8.69,87.89,0.99,88.38,261713.25999999917
5625-1,2014-12-27,Matthew Grinstein,"105 Pitt St, Sydney",Sydney,NSW,Consumer,Charlie Bui,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,2014-12-28,1.09,1.82,0.73,9.0,93.12,4.0,5.34,83.92,1.0,81.6,261794.85999999917
5724-2,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Home Office,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2014-12-29,2.31,3.78,1.47,48.0,154.98,4.0,3.1,151.88,0.71,152.59,261947.44999999917
5731-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2014-12-29,1.05,1.95,0.9,10.0,91.58,10.0,0.92,88.08,1.63,89.35,262036.79999999917
5579-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2014-12-29,3.32,5.18,1.86,23.0,96.38,2.0,0.9,94.98,2.04,95.71,262132.50999999917
5185-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2014-12-27,3.84,6.3,2.46,39.0,259.34,3.0,14.39,239.21,0.5,237.2,262369.70999999915
5869-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway, Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,Binder Posts,Technology,Small Box,Regular Air,2014-12-29,3.5,5.74,2.24,26.0,16.0,5.0,0.95,14.11,5.01,14.7,262384.40999999916
5722-1,2014-12-27,Shahid Shariari,"3/219 Canley Vale Road, Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2014-12-29,1.59,2.61,1.02,4.0,96.57,9.0,8.69,87.88,0.5,88.38,262472.78999999916
5286-1,2014-12-28,Tim Taslimi,"188 Pitt Street, Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Express Air,2014-12-28,4.53,7.3,2.77,43.0,270.9,1.0,10.8,275.1,7.72,263.22,262736.00999999914
5723-1,2014-12-30,Joni Sundaresam,"8 Rankins Lane , Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2014-12-31,1.87,8.12,6.25,11.0,89.32,1.0,5.36,83.96,2.83,86.79,262822.7999999991
5798-1,2015-01-01,Michael Oakman,"8 Rankins Lane , Melbourne",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2015-01-03,1.76,2.94,1.18,47.0,157.12,4.0,2.32,153.14,0.81,152.39,262975.18999999913
5732-1,2015-01-01,Michael Oakman,"8 Rankins Lane , Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Design Stainless Steel Bent Scissors,Technology,Small Box,Regular Air,2015-01-03,2.87,6.84,3.97,39.0,239.4,0.0,2.39,237.01,4.42,241.43,263216.6199999991
